STATISTIC Label,Quarter,Sex,NACE Rev 2 Economic Sector,Region,UNIT,VALUE
Persons aged 15-89 years in Employment,2021Q1,Male,"Public administration and defence, compulsory social security (O)",Dublin,Thousand,20.2
Persons aged 15-89 years in Employment,2021Q1,Male,Education (P),Dublin,Thousand,17.6
Persons aged 15-89 years in Employment,2021Q1,Male,Human health and social work activities (Q),Dublin,Thousand,22.3
Persons aged 15-89 years in Employment,2021Q1,Male,Industry (B to E),Dublin,Thousand,36.5
Persons aged 15-89 years in Employment,2021Q1,Male,Industry and Construction (B to F),Dublin,Thousand,58.6
Persons aged 15-89 years in Employment,2021Q1,Male,Services (G to U),Dublin,Thousand,289.8
Persons aged 15-89 years in Employment,2021Q1,Male,"Financial, insurance and real estate activities (K,L)",Dublin,Thousand,31.6
Persons aged 15-89 years in Employment,2021Q1,Male,Other NACE activities (R to U),Dublin,Thousand,11.8
Persons aged 15-89 years in Employment,2021Q1,Male,Not stated,Dublin,Thousand,
Persons aged 15-89 years in Employment,2021Q1,Female,All NACE economic sectors,Dublin,Thousand,324.3
Persons aged 15-89 years in Employment,2021Q1,Female,"Agriculture, forestry and fishing (A)",Dublin,Thousand,
Persons aged 15-89 years in Employment,2021Q1,Female,Construction (F),Dublin,Thousand,
Persons aged 15-89 years in Employment,2021Q1,Female,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",Dublin,Thousand,49.1
Persons aged 15-89 years in Employment,2021Q1,Female,Transportation and storage (H),Dublin,Thousand,7.2
Persons aged 15-89 years in Employment,2021Q1,Female,Accommodation and food service activities (I),Dublin,Thousand,13.3
Persons aged 15-89 years in Employment,2021Q1,Female,Information and communication (J),Dublin,Thousand,21.7
Persons aged 15-89 years in Employment,2021Q1,Female,"Professional, scientific and technical activities (M)",Dublin,Thousand,29.7
Persons aged 15-89 years in Employment,2021Q1,Female,Administrative and support service activities (N),Dublin,Thousand,14.3
Persons aged 15-89 years in Employment,2021Q1,Female,"Public administration and defence, compulsory social security (O)",Dublin,Thousand,21.4
Persons aged 15-89 years in Employment,2021Q1,Female,Education (P),Dublin,Thousand,40.1
Persons aged 15-89 years in Employment,2021Q1,Female,Human health and social work activities (Q),Dublin,Thousand,61
Persons aged 15-89 years in Employment,2021Q1,Female,Industry (B to E),Dublin,Thousand,19.7
Persons aged 15-89 years in Employment,2021Q1,Female,Industry and Construction (B to F),Dublin,Thousand,22.7
Persons aged 15-89 years in Employment,2021Q1,Female,Services (G to U),Dublin,Thousand,300.7
Persons aged 15-89 years in Employment,2021Q1,Female,"Financial, insurance and real estate activities (K,L)",Dublin,Thousand,30
Persons aged 15-89 years in Employment,2021Q1,Female,Other NACE activities (R to U),Dublin,Thousand,12.9
Persons aged 15-89 years in Employment,2021Q1,Female,Not stated,Dublin,Thousand,
Persons aged 15-89 years in Employment,2021Q2,Both sexes,All NACE economic sectors,Dublin,Thousand,718.2
Persons aged 15-89 years in Employment,2021Q2,Both sexes,"Agriculture, forestry and fishing (A)",Dublin,Thousand,
Persons aged 15-89 years in Employment,2021Q2,Both sexes,Construction (F),Dublin,Thousand,24.7
Persons aged 15-89 years in Employment,2021Q2,Both sexes,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",Dublin,Thousand,89.6
Persons aged 15-89 years in Employment,2021Q2,Both sexes,Transportation and storage (H),Dublin,Thousand,35.1
Persons aged 15-89 years in Employment,2021Q2,Both sexes,Accommodation and food service activities (I),Dublin,Thousand,37.6
Persons aged 15-89 years in Employment,2021Q2,Both sexes,Information and communication (J),Dublin,Thousand,73.8
Persons aged 15-89 years in Employment,2021Q2,Both sexes,"Professional, scientific and technical activities (M)",Dublin,Thousand,68.8
Persons aged 15-89 years in Employment,2021Q2,Both sexes,Administrative and support service activities (N),Dublin,Thousand,31.5
Persons aged 15-89 years in Employment,2021Q2,Both sexes,"Public administration and defence, compulsory social security (O)",Dublin,Thousand,42.5
Persons aged 15-89 years in Employment,2021Q2,Both sexes,Education (P),Dublin,Thousand,61.2
Persons aged 15-89 years in Employment,2021Q2,Both sexes,Human health and social work activities (Q),Dublin,Thousand,93.7
Persons aged 15-89 years in Employment,2021Q2,Both sexes,Industry (B to E),Dublin,Thousand,61.7
Persons aged 15-89 years in Employment,2021Q2,Both sexes,Industry and Construction (B to F),Dublin,Thousand,86.4
Persons aged 15-89 years in Employment,2021Q2,Both sexes,Services (G to U),Dublin,Thousand,627.1
Persons aged 15-89 years in Employment,2021Q2,Both sexes,"Financial, insurance and real estate activities (K,L)",Dublin,Thousand,64.8
Persons aged 15-89 years in Employment,2021Q2,Both sexes,Other NACE activities (R to U),Dublin,Thousand,28.5
Persons aged 15-89 years in Employment,2021Q2,Both sexes,Not stated,Dublin,Thousand,
Persons aged 15-89 years in Employment,2021Q2,Male,All NACE economic sectors,Dublin,Thousand,364.9
Persons aged 15-89 years in Employment,2021Q2,Male,"Agriculture, forestry and fishing (A)",Dublin,Thousand,
Persons aged 15-89 years in Employment,2021Q2,Male,Construction (F),Dublin,Thousand,21.6
Persons aged 15-89 years in Employment,2021Q2,Male,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",Dublin,Thousand,41.2
Persons aged 15-89 years in Employment,2021Q2,Male,Transportation and storage (H),Dublin,Thousand,29.1
Persons aged 15-89 years in Employment,2021Q2,Male,Accommodation and food service activities (I),Dublin,Thousand,19.8
Persons aged 15-89 years in Employment,2021Q2,Male,Information and communication (J),Dublin,Thousand,50.6
Persons aged 15-89 years in Employment,2021Q2,Male,"Professional, scientific and technical activities (M)",Dublin,Thousand,34.4
Persons aged 15-89 years in Employment,2021Q2,Male,Administrative and support service activities (N),Dublin,Thousand,18.1
Persons aged 15-89 years in Employment,2021Q2,Male,"Public administration and defence, compulsory social security (O)",Dublin,Thousand,20.8
Persons aged 15-89 years in Employment,2021Q2,Male,Education (P),Dublin,Thousand,16.1
Persons aged 15-89 years in Employment,2021Q2,Male,Human health and social work activities (Q),Dublin,Thousand,20.4
Persons aged 15-89 years in Employment,2021Q2,Male,Industry (B to E),Dublin,Thousand,41.3
Persons aged 15-89 years in Employment,2021Q2,Male,Industry and Construction (B to F),Dublin,Thousand,62.9
Persons aged 15-89 years in Employment,2021Q2,Male,Services (G to U),Dublin,Thousand,298.7
Persons aged 15-89 years in Employment,2021Q2,Male,"Financial, insurance and real estate activities (K,L)",Dublin,Thousand,33.1
Persons aged 15-89 years in Employment,2021Q2,Male,Other NACE activities (R to U),Dublin,Thousand,15.3
Persons aged 15-89 years in Employment,2021Q2,Male,Not stated,Dublin,Thousand,
Persons aged 15-89 years in Employment,2021Q2,Female,All NACE economic sectors,Dublin,Thousand,353.3
Persons aged 15-89 years in Employment,2021Q2,Female,"Agriculture, forestry and fishing (A)",Dublin,Thousand,
Persons aged 15-89 years in Employment,2021Q2,Female,Construction (F),Dublin,Thousand,
Persons aged 15-89 years in Employment,2021Q2,Female,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",Dublin,Thousand,48.5
Persons aged 15-89 years in Employment,2021Q2,Female,Transportation and storage (H),Dublin,Thousand,
Persons aged 15-89 years in Employment,2021Q2,Female,Accommodation and food service activities (I),Dublin,Thousand,17.8
Persons aged 15-89 years in Employment,2021Q2,Female,Information and communication (J),Dublin,Thousand,23.2
Persons aged 15-89 years in Employment,2021Q2,Female,"Professional, scientific and technical activities (M)",Dublin,Thousand,34.5
Persons aged 15-89 years in Employment,2021Q2,Female,Administrative and support service activities (N),Dublin,Thousand,13.4
Persons aged 15-89 years in Employment,2021Q2,Female,"Public administration and defence, compulsory social security (O)",Dublin,Thousand,21.7
Persons aged 15-89 years in Employment,2021Q2,Female,Education (P),Dublin,Thousand,45.1
Persons aged 15-89 years in Employment,2021Q2,Female,Human health and social work activities (Q),Dublin,Thousand,73.3
Persons aged 15-89 years in Employment,2021Q2,Female,Industry (B to E),Dublin,Thousand,20.4
Persons aged 15-89 years in Employment,2021Q2,Female,Industry and Construction (B to F),Dublin,Thousand,23.5
Persons aged 15-89 years in Employment,2021Q2,Female,Services (G to U),Dublin,Thousand,328.4
Persons aged 15-89 years in Employment,2021Q2,Female,"Financial, insurance and real estate activities (K,L)",Dublin,Thousand,31.8
Persons aged 15-89 years in Employment,2021Q2,Female,Other NACE activities (R to U),Dublin,Thousand,13.2
Persons aged 15-89 years in Employment,2021Q2,Female,Not stated,Dublin,Thousand,
Persons aged 15-89 years in Employment,2021Q3,Both sexes,All NACE economic sectors,Dublin,Thousand,752.4
Persons aged 15-89 years in Employment,2021Q3,Both sexes,"Agriculture, forestry and fishing (A)",Dublin,Thousand,
Persons aged 15-89 years in Employment,2021Q3,Both sexes,Construction (F),Dublin,Thousand,31.9
Persons aged 15-89 years in Employment,2021Q3,Both sexes,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",Dublin,Thousand,84.2
Persons aged 15-89 years in Employment,2021Q3,Both sexes,Transportation and storage (H),Dublin,Thousand,38.7
Persons aged 15-89 years in Employment,2021Q3,Both sexes,Accommodation and food service activities (I),Dublin,Thousand,50
Persons aged 15-89 years in Employment,2021Q3,Both sexes,Information and communication (J),Dublin,Thousand,77.8
Persons aged 15-89 years in Employment,2021Q3,Both sexes,"Professional, scientific and technical activities (M)",Dublin,Thousand,73.9
Persons aged 15-89 years in Employment,2021Q3,Both sexes,Administrative and support service activities (N),Dublin,Thousand,32.8
Persons aged 15-89 years in Employment,2021Q3,Both sexes,"Public administration and defence, compulsory social security (O)",Dublin,Thousand,40.2
Persons aged 15-89 years in Employment,2021Q3,Both sexes,Education (P),Dublin,Thousand,62.4
Persons aged 15-89 years in Employment,2021Q3,Both sexes,Human health and social work activities (Q),Dublin,Thousand,86
Persons aged 15-89 years in Employment,2021Q3,Both sexes,Industry (B to E),Dublin,Thousand,58.7
Persons aged 15-89 years in Employment,2021Q3,Both sexes,Industry and Construction (B to F),Dublin,Thousand,90.6
Persons aged 15-89 years in Employment,2021Q3,Both sexes,Services (G to U),Dublin,Thousand,658.5
Persons aged 15-89 years in Employment,2021Q3,Both sexes,"Financial, insurance and real estate activities (K,L)",Dublin,Thousand,73.6
Persons aged 15-89 years in Employment,2021Q3,Both sexes,Other NACE activities (R to U),Dublin,Thousand,38.9
Persons aged 15-89 years in Employment,2021Q3,Both sexes,Not stated,Dublin,Thousand,
Persons aged 15-89 years in Employment,2021Q3,Male,All NACE economic sectors,Dublin,Thousand,391.1
Persons aged 15-89 years in Employment,2021Q3,Male,"Agriculture, forestry and fishing (A)",Dublin,Thousand,
Persons aged 15-89 years in Employment,2021Q3,Male,Construction (F),Dublin,Thousand,29
Persons aged 15-89 years in Employment,2021Q3,Male,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",Dublin,Thousand,36.4
Persons aged 15-89 years in Employment,2021Q3,Male,Transportation and storage (H),Dublin,Thousand,31.8
Persons aged 15-89 years in Employment,2021Q3,Male,Accommodation and food service activities (I),Dublin,Thousand,27.7
Persons aged 15-89 years in Employment,2021Q3,Male,Information and communication (J),Dublin,Thousand,51.3
Persons aged 15-89 years in Employment,2021Q3,Male,"Professional, scientific and technical activities (M)",Dublin,Thousand,39.2
Persons aged 15-89 years in Employment,2021Q3,Male,Administrative and support service activities (N),Dublin,Thousand,16.9
Persons aged 15-89 years in Employment,2021Q3,Male,"Public administration and defence, compulsory social security (O)",Dublin,Thousand,19.4
Persons aged 15-89 years in Employment,2021Q3,Male,Education (P),Dublin,Thousand,18.9
Persons aged 15-89 years in Employment,2021Q3,Male,Human health and social work activities (Q),Dublin,Thousand,22.1
Persons aged 15-89 years in Employment,2021Q3,Male,Industry (B to E),Dublin,Thousand,38.3
Persons aged 15-89 years in Employment,2021Q3,Male,Industry and Construction (B to F),Dublin,Thousand,67.2
Persons aged 15-89 years in Employment,2021Q3,Male,Services (G to U),Dublin,Thousand,321.5
Persons aged 15-89 years in Employment,2021Q3,Male,"Financial, insurance and real estate activities (K,L)",Dublin,Thousand,41.1
Persons aged 15-89 years in Employment,2021Q3,Male,Other NACE activities (R to U),Dublin,Thousand,16.7
Persons aged 15-89 years in Employment,2021Q3,Male,Not stated,Dublin,Thousand,
Persons aged 15-89 years in Employment,2021Q3,Female,All NACE economic sectors,Dublin,Thousand,361.3
Persons aged 15-89 years in Employment,2021Q3,Female,"Agriculture, forestry and fishing (A)",Dublin,Thousand,
Persons aged 15-89 years in Employment,2021Q3,Female,Construction (F),Dublin,Thousand,
Persons aged 15-89 years in Employment,2021Q3,Female,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",Dublin,Thousand,47.8
Persons aged 15-89 years in Employment,2021Q3,Female,Transportation and storage (H),Dublin,Thousand,6.9
Persons aged 15-89 years in Employment,2021Q3,Female,Accommodation and food service activities (I),Dublin,Thousand,22.4
Persons aged 15-89 years in Employment,2021Q3,Female,Information and communication (J),Dublin,Thousand,26.5
Persons aged 15-89 years in Employment,2021Q3,Female,"Professional, scientific and technical activities (M)",Dublin,Thousand,34.7
Persons aged 15-89 years in Employment,2021Q3,Female,Administrative and support service activities (N),Dublin,Thousand,15.9
Persons aged 15-89 years in Employment,2021Q3,Female,"Public administration and defence, compulsory social security (O)",Dublin,Thousand,20.8
Persons aged 15-89 years in Employment,2021Q3,Female,Education (P),Dublin,Thousand,43.6
Persons aged 15-89 years in Employment,2021Q3,Female,Human health and social work activities (Q),Dublin,Thousand,63.9
Persons aged 15-89 years in Employment,2021Q3,Female,Industry (B to E),Dublin,Thousand,20.4
Persons aged 15-89 years in Employment,2021Q3,Female,Industry and Construction (B to F),Dublin,Thousand,23.3
Persons aged 15-89 years in Employment,2021Q3,Female,Services (G to U),Dublin,Thousand,337
Persons aged 15-89 years in Employment,2021Q3,Female,"Financial, insurance and real estate activities (K,L)",Dublin,Thousand,32.6
Persons aged 15-89 years in Employment,2021Q3,Female,Other NACE activities (R to U),Dublin,Thousand,22.2
Persons aged 15-89 years in Employment,2021Q3,Female,Not stated,Dublin,Thousand,
Persons aged 15-89 years in Employment,2021Q4,Both sexes,All NACE economic sectors,Dublin,Thousand,774.2
Persons aged 15-89 years in Employment,2021Q4,Both sexes,"Agriculture, forestry and fishing (A)",Dublin,Thousand,
Persons aged 15-89 years in Employment,2021Q4,Both sexes,Construction (F),Dublin,Thousand,33.3
Persons aged 15-89 years in Employment,2021Q4,Both sexes,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",Dublin,Thousand,84.8
Persons aged 15-89 years in Employment,2021Q4,Both sexes,Transportation and storage (H),Dublin,Thousand,38.2
Persons aged 15-89 years in Employment,2021Q4,Both sexes,Accommodation and food service activities (I),Dublin,Thousand,41.8
Persons aged 15-89 years in Employment,2021Q4,Both sexes,Information and communication (J),Dublin,Thousand,92.9
Persons aged 15-89 years in Employment,2021Q4,Both sexes,"Professional, scientific and technical activities (M)",Dublin,Thousand,76.9
Persons aged 15-89 years in Employment,2021Q4,Both sexes,Administrative and support service activities (N),Dublin,Thousand,35.8
Persons aged 15-89 years in Employment,2021Q4,Both sexes,"Public administration and defence, compulsory social security (O)",Dublin,Thousand,44.3
Persons aged 15-89 years in Employment,2021Q4,Both sexes,Education (P),Dublin,Thousand,58
Persons aged 15-89 years in Employment,2021Q4,Both sexes,Human health and social work activities (Q),Dublin,Thousand,101.3
Persons aged 15-89 years in Employment,2021Q4,Both sexes,Industry (B to E),Dublin,Thousand,59.6
Persons aged 15-89 years in Employment,2021Q4,Both sexes,Industry and Construction (B to F),Dublin,Thousand,92.9
Persons aged 15-89 years in Employment,2021Q4,Both sexes,Services (G to U),Dublin,Thousand,676.4
Persons aged 15-89 years in Employment,2021Q4,Both sexes,"Financial, insurance and real estate activities (K,L)",Dublin,Thousand,68.8
Persons aged 15-89 years in Employment,2021Q4,Both sexes,Other NACE activities (R to U),Dublin,Thousand,33.5
Persons aged 15-89 years in Employment,2021Q4,Both sexes,Not stated,Dublin,Thousand,
Persons aged 15-89 years in Employment,2021Q4,Male,All NACE economic sectors,Dublin,Thousand,403
Persons aged 15-89 years in Employment,2021Q4,Male,"Agriculture, forestry and fishing (A)",Dublin,Thousand,
Persons aged 15-89 years in Employment,2021Q4,Male,Construction (F),Dublin,Thousand,29.7
Persons aged 15-89 years in Employment,2021Q4,Male,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",Dublin,Thousand,43.4
Persons aged 15-89 years in Employment,2021Q4,Male,Transportation and storage (H),Dublin,Thousand,30.3
Persons aged 15-89 years in Employment,2021Q4,Male,Accommodation and food service activities (I),Dublin,Thousand,20.5
Persons aged 15-89 years in Employment,2021Q4,Male,Information and communication (J),Dublin,Thousand,62.4
Persons aged 15-89 years in Employment,2021Q4,Male,"Professional, scientific and technical activities (M)",Dublin,Thousand,36
Persons aged 15-89 years in Employment,2021Q4,Male,Administrative and support service activities (N),Dublin,Thousand,18.9
Persons aged 15-89 years in Employment,2021Q4,Male,"Public administration and defence, compulsory social security (O)",Dublin,Thousand,20.6
Persons aged 15-89 years in Employment,2021Q4,Male,Education (P),Dublin,Thousand,19.7
Persons aged 15-89 years in Employment,2021Q4,Male,Human health and social work activities (Q),Dublin,Thousand,25.5
Persons aged 15-89 years in Employment,2021Q4,Male,Industry (B to E),Dublin,Thousand,40.1
Persons aged 15-89 years in Employment,2021Q4,Male,Industry and Construction (B to F),Dublin,Thousand,69.8
Persons aged 15-89 years in Employment,2021Q4,Male,Services (G to U),Dublin,Thousand,330.6
Persons aged 15-89 years in Employment,2021Q4,Male,"Financial, insurance and real estate activities (K,L)",Dublin,Thousand,39
Persons aged 15-89 years in Employment,2021Q4,Male,Other NACE activities (R to U),Dublin,Thousand,14.3
Persons aged 15-89 years in Employment,2021Q4,Male,Not stated,Dublin,Thousand,
Persons aged 15-89 years in Employment,2021Q4,Female,All NACE economic sectors,Dublin,Thousand,371.2
Persons aged 15-89 years in Employment,2021Q4,Female,"Agriculture, forestry and fishing (A)",Dublin,Thousand,
Persons aged 15-89 years in Employment,2021Q4,Female,Construction (F),Dublin,Thousand,
Persons aged 15-89 years in Employment,2021Q4,Female,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",Dublin,Thousand,41.4
Persons aged 15-89 years in Employment,2021Q4,Female,Transportation and storage (H),Dublin,Thousand,7.9
Persons aged 15-89 years in Employment,2021Q4,Female,Accommodation and food service activities (I),Dublin,Thousand,21.3
Persons aged 15-89 years in Employment,2021Q4,Female,Information and communication (J),Dublin,Thousand,30.6
Persons aged 15-89 years in Employment,2021Q4,Female,"Professional, scientific and technical activities (M)",Dublin,Thousand,40.9
Persons aged 15-89 years in Employment,2021Q4,Female,Administrative and support service activities (N),Dublin,Thousand,16.9
Persons aged 15-89 years in Employment,2021Q4,Female,"Public administration and defence, compulsory social security (O)",Dublin,Thousand,23.8
Persons aged 15-89 years in Employment,2021Q4,Female,Education (P),Dublin,Thousand,38.3
Persons aged 15-89 years in Employment,2021Q4,Female,Human health and social work activities (Q),Dublin,Thousand,75.8
Persons aged 15-89 years in Employment,2021Q4,Female,Industry (B to E),Dublin,Thousand,19.6
Persons aged 15-89 years in Employment,2021Q4,Female,Industry and Construction (B to F),Dublin,Thousand,23.2
Persons aged 15-89 years in Employment,2021Q4,Female,Services (G to U),Dublin,Thousand,345.8
Persons aged 15-89 years in Employment,2021Q4,Female,"Financial, insurance and real estate activities (K,L)",Dublin,Thousand,29.8
Persons aged 15-89 years in Employment,2021Q4,Female,Other NACE activities (R to U),Dublin,Thousand,19.2
Persons aged 15-89 years in Employment,2021Q4,Female,Not stated,Dublin,Thousand,
Persons aged 15-89 years in Employment,2022Q1,Both sexes,All NACE economic sectors,Dublin,Thousand,770.8
Persons aged 15-89 years in Employment,2022Q1,Both sexes,"Agriculture, forestry and fishing (A)",Dublin,Thousand,
Persons aged 15-89 years in Employment,2022Q1,Both sexes,Construction (F),Dublin,Thousand,37.4
Persons aged 15-89 years in Employment,2022Q1,Both sexes,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",Dublin,Thousand,83
Persons aged 15-89 years in Employment,2022Q1,Both sexes,Transportation and storage (H),Dublin,Thousand,38.2
Persons aged 15-89 years in Employment,2022Q1,Both sexes,Accommodation and food service activities (I),Dublin,Thousand,48.9
Persons aged 15-89 years in Employment,2022Q1,Both sexes,Information and communication (J),Dublin,Thousand,89.4
Persons aged 15-89 years in Employment,2022Q1,Both sexes,"Professional, scientific and technical activities (M)",Dublin,Thousand,68.6
Persons aged 15-89 years in Employment,2022Q1,Both sexes,Administrative and support service activities (N),Dublin,Thousand,32.5
Persons aged 15-89 years in Employment,2022Q1,Both sexes,"Public administration and defence, compulsory social security (O)",Dublin,Thousand,43.3
Persons aged 15-89 years in Employment,2022Q1,Both sexes,Education (P),Dublin,Thousand,61.9
Persons aged 15-89 years in Employment,2022Q1,Both sexes,Human health and social work activities (Q),Dublin,Thousand,96.6
Persons aged 15-89 years in Employment,2022Q1,Both sexes,Industry (B to E),Dublin,Thousand,63.4
Persons aged 15-89 years in Employment,2022Q1,Both sexes,Industry and Construction (B to F),Dublin,Thousand,100.8
Persons aged 15-89 years in Employment,2022Q1,Both sexes,Services (G to U),Dublin,Thousand,665.7
Persons aged 15-89 years in Employment,2022Q1,Both sexes,"Financial, insurance and real estate activities (K,L)",Dublin,Thousand,70.3
Persons aged 15-89 years in Employment,2022Q1,Both sexes,Other NACE activities (R to U),Dublin,Thousand,33.1
Persons aged 15-89 years in Employment,2022Q1,Both sexes,Not stated,Dublin,Thousand,
Persons aged 15-89 years in Employment,2022Q1,Male,All NACE economic sectors,Dublin,Thousand,404.7
Persons aged 15-89 years in Employment,2022Q1,Male,"Agriculture, forestry and fishing (A)",Dublin,Thousand,
Persons aged 15-89 years in Employment,2022Q1,Male,Construction (F),Dublin,Thousand,34.7
Persons aged 15-89 years in Employment,2022Q1,Male,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",Dublin,Thousand,40.6
Persons aged 15-89 years in Employment,2022Q1,Male,Transportation and storage (H),Dublin,Thousand,30.1
Persons aged 15-89 years in Employment,2022Q1,Male,Accommodation and food service activities (I),Dublin,Thousand,22.8
Persons aged 15-89 years in Employment,2022Q1,Male,Information and communication (J),Dublin,Thousand,60.9
Persons aged 15-89 years in Employment,2022Q1,Male,"Professional, scientific and technical activities (M)",Dublin,Thousand,36.8
Persons aged 15-89 years in Employment,2022Q1,Male,Administrative and support service activities (N),Dublin,Thousand,16.9
Persons aged 15-89 years in Employment,2022Q1,Male,"Public administration and defence, compulsory social security (O)",Dublin,Thousand,20.9
Persons aged 15-89 years in Employment,2022Q1,Male,Education (P),Dublin,Thousand,18.5
Persons aged 15-89 years in Employment,2022Q1,Male,Human health and social work activities (Q),Dublin,Thousand,22.5
Persons aged 15-89 years in Employment,2022Q1,Male,Industry (B to E),Dublin,Thousand,42.7
Persons aged 15-89 years in Employment,2022Q1,Male,Industry and Construction (B to F),Dublin,Thousand,77.4
Persons aged 15-89 years in Employment,2022Q1,Male,Services (G to U),Dublin,Thousand,323.9
Persons aged 15-89 years in Employment,2022Q1,Male,"Financial, insurance and real estate activities (K,L)",Dublin,Thousand,39.7
Persons aged 15-89 years in Employment,2022Q1,Male,Other NACE activities (R to U),Dublin,Thousand,14.2
Persons aged 15-89 years in Employment,2022Q1,Male,Not stated,Dublin,Thousand,
Persons aged 15-89 years in Employment,2022Q1,Female,All NACE economic sectors,Dublin,Thousand,366.1
Persons aged 15-89 years in Employment,2022Q1,Female,"Agriculture, forestry and fishing (A)",Dublin,Thousand,
Persons aged 15-89 years in Employment,2022Q1,Female,Construction (F),Dublin,Thousand,
Persons aged 15-89 years in Employment,2022Q1,Female,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",Dublin,Thousand,42.4
Persons aged 15-89 years in Employment,2022Q1,Female,Transportation and storage (H),Dublin,Thousand,8.1
Persons aged 15-89 years in Employment,2022Q1,Female,Accommodation and food service activities (I),Dublin,Thousand,26.1
Persons aged 15-89 years in Employment,2022Q1,Female,Information and communication (J),Dublin,Thousand,28.4
Persons aged 15-89 years in Employment,2022Q1,Female,"Professional, scientific and technical activities (M)",Dublin,Thousand,31.8
Persons aged 15-89 years in Employment,2022Q1,Female,Administrative and support service activities (N),Dublin,Thousand,15.6
Persons aged 15-89 years in Employment,2022Q1,Female,"Public administration and defence, compulsory social security (O)",Dublin,Thousand,22.5
Persons aged 15-89 years in Employment,2022Q1,Female,Education (P),Dublin,Thousand,43.4
Persons aged 15-89 years in Employment,2022Q1,Female,Human health and social work activities (Q),Dublin,Thousand,74
Persons aged 15-89 years in Employment,2022Q1,Female,Industry (B to E),Dublin,Thousand,20.8
Persons aged 15-89 years in Employment,2022Q1,Female,Industry and Construction (B to F),Dublin,Thousand,23.5
Persons aged 15-89 years in Employment,2022Q1,Female,Services (G to U),Dublin,Thousand,341.8
Persons aged 15-89 years in Employment,2022Q1,Female,"Financial, insurance and real estate activities (K,L)",Dublin,Thousand,30.6
Persons aged 15-89 years in Employment,2022Q1,Female,Other NACE activities (R to U),Dublin,Thousand,18.9
Persons aged 15-89 years in Employment,2022Q1,Female,Not stated,Dublin,Thousand,
Persons aged 15-89 years in Employment,2022Q2,Both sexes,All NACE economic sectors,Dublin,Thousand,781.6
Persons aged 15-89 years in Employment,2022Q2,Both sexes,"Agriculture, forestry and fishing (A)",Dublin,Thousand,
Persons aged 15-89 years in Employment,2022Q2,Both sexes,Construction (F),Dublin,Thousand,40.8
Persons aged 15-89 years in Employment,2022Q2,Both sexes,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",Dublin,Thousand,88.8
Persons aged 15-89 years in Employment,2022Q2,Both sexes,Transportation and storage (H),Dublin,Thousand,42.4
Persons aged 15-89 years in Employment,2022Q2,Both sexes,Accommodation and food service activities (I),Dublin,Thousand,50.4
Persons aged 15-89 years in Employment,2022Q2,Both sexes,Information and communication (J),Dublin,Thousand,92.3
Persons aged 15-89 years in Employment,2022Q2,Both sexes,"Professional, scientific and technical activities (M)",Dublin,Thousand,68.4
Persons aged 15-89 years in Employment,2022Q2,Both sexes,Administrative and support service activities (N),Dublin,Thousand,35.6
Persons aged 15-89 years in Employment,2022Q2,Both sexes,"Public administration and defence, compulsory social security (O)",Dublin,Thousand,35.9
Persons aged 15-89 years in Employment,2022Q2,Both sexes,Education (P),Dublin,Thousand,60.8
Persons aged 15-89 years in Employment,2022Q2,Both sexes,Human health and social work activities (Q),Dublin,Thousand,100.5
Persons aged 15-89 years in Employment,2022Q2,Both sexes,Industry (B to E),Dublin,Thousand,59.8
Persons aged 15-89 years in Employment,2022Q2,Both sexes,Industry and Construction (B to F),Dublin,Thousand,100.7
Persons aged 15-89 years in Employment,2022Q2,Both sexes,Services (G to U),Dublin,Thousand,678.1
Persons aged 15-89 years in Employment,2022Q2,Both sexes,"Financial, insurance and real estate activities (K,L)",Dublin,Thousand,69.5
Persons aged 15-89 years in Employment,2022Q2,Both sexes,Other NACE activities (R to U),Dublin,Thousand,33.5
Persons aged 15-89 years in Employment,2022Q2,Both sexes,Not stated,Dublin,Thousand,
Persons aged 15-89 years in Employment,2022Q2,Male,All NACE economic sectors,Dublin,Thousand,411.8
Persons aged 15-89 years in Employment,2022Q2,Male,"Agriculture, forestry and fishing (A)",Dublin,Thousand,
Persons aged 15-89 years in Employment,2022Q2,Male,Construction (F),Dublin,Thousand,37.1
Persons aged 15-89 years in Employment,2022Q2,Male,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",Dublin,Thousand,47.7
Persons aged 15-89 years in Employment,2022Q2,Male,Transportation and storage (H),Dublin,Thousand,33
Persons aged 15-89 years in Employment,2022Q2,Male,Accommodation and food service activities (I),Dublin,Thousand,22.8
Persons aged 15-89 years in Employment,2022Q2,Male,Information and communication (J),Dublin,Thousand,61.5
