STATISTIC,Statistic Label,TLIST(M1),Year,Month,C02076V02508,Age Group,Sex,UNIT,VALUE
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,200906,2009,June,316,15 - 74 years,Female,%,9.5
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,200906,2009,June,4350,25 - 74 years,Both sexes,%,10.4
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,200906,2009,June,4350,25 - 74 years,Male,%,12.4
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,200906,2009,June,4350,25 - 74 years,Female,%,7.8
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,200907,2009,July,310,15 - 24 years,Both sexes,%,25.3
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,200907,2009,July,310,15 - 24 years,Male,%,32.5
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,200907,2009,July,310,15 - 24 years,Female,%,17.5
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,200907,2009,July,316,15 - 74 years,Both sexes,%,13
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,200907,2009,July,316,15 - 74 years,Male,%,15.6
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,200907,2009,July,316,15 - 74 years,Female,%,9.8
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,200907,2009,July,4350,25 - 74 years,Both sexes,%,10.6
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,200907,2009,July,4350,25 - 74 years,Male,%,12.5
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,200907,2009,July,4350,25 - 74 years,Female,%,8.1
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,200908,2009,August,310,15 - 24 years,Both sexes,%,25.4
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,200908,2009,August,310,15 - 24 years,Male,%,32.3
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,200908,2009,August,310,15 - 24 years,Female,%,18.1
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,200908,2009,August,316,15 - 74 years,Both sexes,%,13.2
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,200908,2009,August,316,15 - 74 years,Male,%,15.6
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,200908,2009,August,316,15 - 74 years,Female,%,10.2
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,200908,2009,August,4350,25 - 74 years,Both sexes,%,10.9
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,200908,2009,August,4350,25 - 74 years,Male,%,12.7
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,200908,2009,August,4350,25 - 74 years,Female,%,8.6
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,200909,2009,September,310,15 - 24 years,Both sexes,%,26.6
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,200909,2009,September,310,15 - 24 years,Male,%,34.3
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,200909,2009,September,310,15 - 24 years,Female,%,18.4
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,200909,2009,September,316,15 - 74 years,Both sexes,%,13.7
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,200909,2009,September,316,15 - 74 years,Male,%,16.2
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,200909,2009,September,316,15 - 74 years,Female,%,10.6
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,200909,2009,September,4350,25 - 74 years,Both sexes,%,11.2
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,200909,2009,September,4350,25 - 74 years,Male,%,13
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,200909,2009,September,4350,25 - 74 years,Female,%,8.9
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,200910,2009,October,310,15 - 24 years,Both sexes,%,27.2
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,200910,2009,October,310,15 - 24 years,Male,%,35.4
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,200910,2009,October,310,15 - 24 years,Female,%,18.2
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,200910,2009,October,316,15 - 74 years,Both sexes,%,13.8
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,200910,2009,October,316,15 - 74 years,Male,%,16.5
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,200910,2009,October,316,15 - 74 years,Female,%,10.5
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,200910,2009,October,4350,25 - 74 years,Both sexes,%,11.2
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,200910,2009,October,4350,25 - 74 years,Male,%,13.1
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,200910,2009,October,4350,25 - 74 years,Female,%,8.9
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,200911,2009,November,310,15 - 24 years,Both sexes,%,27.4
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,200911,2009,November,310,15 - 24 years,Male,%,35.6
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,200911,2009,November,310,15 - 24 years,Female,%,18.4
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,200911,2009,November,316,15 - 74 years,Both sexes,%,13.9
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,200911,2009,November,316,15 - 74 years,Male,%,16.7
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,200911,2009,November,316,15 - 74 years,Female,%,10.4
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,200911,2009,November,4350,25 - 74 years,Both sexes,%,11.3
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,200911,2009,November,4350,25 - 74 years,Male,%,13.2
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,200911,2009,November,4350,25 - 74 years,Female,%,8.7
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,200912,2009,December,310,15 - 24 years,Both sexes,%,27.6
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,200912,2009,December,310,15 - 24 years,Male,%,35.9
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,200912,2009,December,310,15 - 24 years,Female,%,18.3
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,200912,2009,December,316,15 - 74 years,Both sexes,%,13.8
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,200912,2009,December,316,15 - 74 years,Male,%,16.7
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,200912,2009,December,316,15 - 74 years,Female,%,10.2
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,200912,2009,December,4350,25 - 74 years,Both sexes,%,11.1
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,200912,2009,December,4350,25 - 74 years,Male,%,13.2
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,200912,2009,December,4350,25 - 74 years,Female,%,8.5
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201001,2010,January,310,15 - 24 years,Both sexes,%,27.6
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201001,2010,January,310,15 - 24 years,Male,%,35.1
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201001,2010,January,310,15 - 24 years,Female,%,19.2
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201001,2010,January,316,15 - 74 years,Both sexes,%,13.8
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201001,2010,January,316,15 - 74 years,Male,%,16.7
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201001,2010,January,316,15 - 74 years,Female,%,10.2
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201001,2010,January,4350,25 - 74 years,Both sexes,%,11.3
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201001,2010,January,4350,25 - 74 years,Male,%,13.5
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201001,2010,January,4350,25 - 74 years,Female,%,8.4
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201002,2010,February,310,15 - 24 years,Both sexes,%,27.4
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201002,2010,February,310,15 - 24 years,Male,%,34.5
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201002,2010,February,310,15 - 24 years,Female,%,19.2
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201002,2010,February,316,15 - 74 years,Both sexes,%,13.7
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201002,2010,February,316,15 - 74 years,Male,%,16.5
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201002,2010,February,316,15 - 74 years,Female,%,10.2
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201002,2010,February,4350,25 - 74 years,Both sexes,%,11.3
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201002,2010,February,4350,25 - 74 years,Male,%,13.5
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201002,2010,February,4350,25 - 74 years,Female,%,8.4
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201003,2010,March,310,15 - 24 years,Both sexes,%,27.2
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201003,2010,March,310,15 - 24 years,Male,%,34.2
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201003,2010,March,310,15 - 24 years,Female,%,19.3
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201003,2010,March,316,15 - 74 years,Both sexes,%,13.9
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201003,2010,March,316,15 - 74 years,Male,%,16.6
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201003,2010,March,316,15 - 74 years,Female,%,10.5
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201003,2010,March,4350,25 - 74 years,Both sexes,%,11.5
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201003,2010,March,4350,25 - 74 years,Male,%,13.6
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201003,2010,March,4350,25 - 74 years,Female,%,8.9
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201004,2010,April,310,15 - 24 years,Both sexes,%,27
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201004,2010,April,310,15 - 24 years,Male,%,33.9
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201004,2010,April,310,15 - 24 years,Female,%,19.3
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201004,2010,April,316,15 - 74 years,Both sexes,%,14.2
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201004,2010,April,316,15 - 74 years,Male,%,16.7
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201004,2010,April,316,15 - 74 years,Female,%,11.1
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201004,2010,April,4350,25 - 74 years,Both sexes,%,11.9
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201004,2010,April,4350,25 - 74 years,Male,%,13.8
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201004,2010,April,4350,25 - 74 years,Female,%,9.6
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201005,2010,May,310,15 - 24 years,Both sexes,%,27.2
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201005,2010,May,310,15 - 24 years,Male,%,34.2
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201005,2010,May,310,15 - 24 years,Female,%,19.5
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201005,2010,May,316,15 - 74 years,Both sexes,%,14.5
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201005,2010,May,316,15 - 74 years,Male,%,16.8
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201005,2010,May,316,15 - 74 years,Female,%,11.6
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201005,2010,May,4350,25 - 74 years,Both sexes,%,12.3
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201005,2010,May,4350,25 - 74 years,Male,%,14
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201005,2010,May,4350,25 - 74 years,Female,%,10.1
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201006,2010,June,310,15 - 24 years,Both sexes,%,27.2
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201006,2010,June,310,15 - 24 years,Male,%,34
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201006,2010,June,310,15 - 24 years,Female,%,19.6
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201006,2010,June,316,15 - 74 years,Both sexes,%,14.4
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201006,2010,June,316,15 - 74 years,Male,%,16.9
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201006,2010,June,316,15 - 74 years,Female,%,11.4
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201006,2010,June,4350,25 - 74 years,Both sexes,%,12.2
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201006,2010,June,4350,25 - 74 years,Male,%,14.1
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201006,2010,June,4350,25 - 74 years,Female,%,9.9
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201007,2010,July,310,15 - 24 years,Both sexes,%,27.1
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201007,2010,July,310,15 - 24 years,Male,%,33.9
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201007,2010,July,310,15 - 24 years,Female,%,19.6
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201007,2010,July,316,15 - 74 years,Both sexes,%,14.3
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201007,2010,July,316,15 - 74 years,Male,%,16.9
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201007,2010,July,316,15 - 74 years,Female,%,11.1
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201007,2010,July,4350,25 - 74 years,Both sexes,%,12.1
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201007,2010,July,4350,25 - 74 years,Male,%,14.2
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201007,2010,July,4350,25 - 74 years,Female,%,9.6
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201008,2010,August,310,15 - 24 years,Both sexes,%,27.3
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201008,2010,August,310,15 - 24 years,Male,%,33.2
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201008,2010,August,310,15 - 24 years,Female,%,20.8
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201008,2010,August,316,15 - 74 years,Both sexes,%,14.4
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201008,2010,August,316,15 - 74 years,Male,%,16.9
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201008,2010,August,316,15 - 74 years,Female,%,11.4
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201008,2010,August,4350,25 - 74 years,Both sexes,%,12.3
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201008,2010,August,4350,25 - 74 years,Male,%,14.4
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201008,2010,August,4350,25 - 74 years,Female,%,9.7
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201009,2010,September,310,15 - 24 years,Both sexes,%,29
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201009,2010,September,310,15 - 24 years,Male,%,35.1
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201009,2010,September,310,15 - 24 years,Female,%,22.4
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201009,2010,September,316,15 - 74 years,Both sexes,%,15
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201009,2010,September,316,15 - 74 years,Male,%,17.5
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201009,2010,September,316,15 - 74 years,Female,%,12
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201009,2010,September,4350,25 - 74 years,Both sexes,%,12.7
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201009,2010,September,4350,25 - 74 years,Male,%,14.8
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201009,2010,September,4350,25 - 74 years,Female,%,10.1
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201010,2010,October,310,15 - 24 years,Both sexes,%,30.4
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201010,2010,October,310,15 - 24 years,Male,%,36.3
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201010,2010,October,310,15 - 24 years,Female,%,24.1
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201010,2010,October,316,15 - 74 years,Both sexes,%,15.6
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201010,2010,October,316,15 - 74 years,Male,%,18
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201010,2010,October,316,15 - 74 years,Female,%,12.7
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201010,2010,October,4350,25 - 74 years,Both sexes,%,13.1
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201010,2010,October,4350,25 - 74 years,Male,%,15.2
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201010,2010,October,4350,25 - 74 years,Female,%,10.6
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201011,2010,November,310,15 - 24 years,Both sexes,%,30.7
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201011,2010,November,310,15 - 24 years,Male,%,36.5
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201011,2010,November,310,15 - 24 years,Female,%,24.7
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201011,2010,November,316,15 - 74 years,Both sexes,%,15.7
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201011,2010,November,316,15 - 74 years,Male,%,18.1
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201011,2010,November,316,15 - 74 years,Female,%,12.8
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201011,2010,November,4350,25 - 74 years,Both sexes,%,13.2
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201011,2010,November,4350,25 - 74 years,Male,%,15.3
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201011,2010,November,4350,25 - 74 years,Female,%,10.6
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201012,2010,December,310,15 - 24 years,Both sexes,%,30.3
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201012,2010,December,310,15 - 24 years,Male,%,36.4
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201012,2010,December,310,15 - 24 years,Female,%,23.9
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201012,2010,December,316,15 - 74 years,Both sexes,%,15.6
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201012,2010,December,316,15 - 74 years,Male,%,18.1
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201012,2010,December,316,15 - 74 years,Female,%,12.6
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201012,2010,December,4350,25 - 74 years,Both sexes,%,13.2
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201012,2010,December,4350,25 - 74 years,Male,%,15.3
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201012,2010,December,4350,25 - 74 years,Female,%,10.6
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201101,2011,January,310,15 - 24 years,Both sexes,%,30
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201101,2011,January,310,15 - 24 years,Male,%,36.1
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201101,2011,January,310,15 - 24 years,Female,%,23.4
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201101,2011,January,316,15 - 74 years,Both sexes,%,15.4
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201101,2011,January,316,15 - 74 years,Male,%,17.8
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201101,2011,January,316,15 - 74 years,Female,%,12.4
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201101,2011,January,4350,25 - 74 years,Both sexes,%,13
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201101,2011,January,4350,25 - 74 years,Male,%,15
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201101,2011,January,4350,25 - 74 years,Female,%,10.5
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201102,2011,February,310,15 - 24 years,Both sexes,%,29.3
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201102,2011,February,310,15 - 24 years,Male,%,35.8
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201102,2011,February,310,15 - 24 years,Female,%,22.2
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201102,2011,February,316,15 - 74 years,Both sexes,%,15.1
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201102,2011,February,316,15 - 74 years,Male,%,17.6
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201102,2011,February,316,15 - 74 years,Female,%,12.1
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201102,2011,February,4350,25 - 74 years,Both sexes,%,12.8
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201102,2011,February,4350,25 - 74 years,Male,%,14.8
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201102,2011,February,4350,25 - 74 years,Female,%,10.3
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201103,2011,March,310,15 - 24 years,Both sexes,%,28.7
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201103,2011,March,310,15 - 24 years,Male,%,35.4
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201103,2011,March,310,15 - 24 years,Female,%,21.4
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201103,2011,March,316,15 - 74 years,Both sexes,%,15
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201103,2011,March,316,15 - 74 years,Male,%,17.4
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201103,2011,March,316,15 - 74 years,Female,%,11.9
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201103,2011,March,4350,25 - 74 years,Both sexes,%,12.8
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201103,2011,March,4350,25 - 74 years,Male,%,14.7
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201103,2011,March,4350,25 - 74 years,Female,%,10.3
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201104,2011,April,310,15 - 24 years,Both sexes,%,28.5
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201104,2011,April,310,15 - 24 years,Male,%,35.2
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201104,2011,April,310,15 - 24 years,Female,%,21.1
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201104,2011,April,316,15 - 74 years,Both sexes,%,14.9
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201104,2011,April,316,15 - 74 years,Male,%,17.4
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201104,2011,April,316,15 - 74 years,Female,%,12
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201104,2011,April,4350,25 - 74 years,Both sexes,%,12.8
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201104,2011,April,4350,25 - 74 years,Male,%,14.7
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201104,2011,April,4350,25 - 74 years,Female,%,10.5
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201105,2011,May,310,15 - 24 years,Both sexes,%,28.5
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201105,2011,May,310,15 - 24 years,Male,%,35.4
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201105,2011,May,310,15 - 24 years,Female,%,21
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201105,2011,May,316,15 - 74 years,Both sexes,%,15
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201105,2011,May,316,15 - 74 years,Male,%,17.4
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201105,2011,May,316,15 - 74 years,Female,%,12.1
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201105,2011,May,4350,25 - 74 years,Both sexes,%,13
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201105,2011,May,4350,25 - 74 years,Male,%,14.8
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201105,2011,May,4350,25 - 74 years,Female,%,10.7
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201106,2011,June,310,15 - 24 years,Both sexes,%,28.9
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201106,2011,June,310,15 - 24 years,Male,%,35.7
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201106,2011,June,310,15 - 24 years,Female,%,21.5
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201106,2011,June,316,15 - 74 years,Both sexes,%,15.2
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201106,2011,June,316,15 - 74 years,Male,%,17.6
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201106,2011,June,316,15 - 74 years,Female,%,12.3
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201106,2011,June,4350,25 - 74 years,Both sexes,%,13.1
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201106,2011,June,4350,25 - 74 years,Male,%,15
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201106,2011,June,4350,25 - 74 years,Female,%,10.8
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201107,2011,July,310,15 - 24 years,Both sexes,%,29.2
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201107,2011,July,310,15 - 24 years,Male,%,35.9
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201107,2011,July,310,15 - 24 years,Female,%,21.8
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201107,2011,July,316,15 - 74 years,Both sexes,%,15.5
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201107,2011,July,316,15 - 74 years,Male,%,17.8
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201107,2011,July,316,15 - 74 years,Female,%,12.8
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201107,2011,July,4350,25 - 74 years,Both sexes,%,13.5
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201107,2011,July,4350,25 - 74 years,Male,%,15.2
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201107,2011,July,4350,25 - 74 years,Female,%,11.3
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201108,2011,August,310,15 - 24 years,Both sexes,%,30.4
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201108,2011,August,310,15 - 24 years,Male,%,37.1
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201108,2011,August,310,15 - 24 years,Female,%,22.8
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201108,2011,August,316,15 - 74 years,Both sexes,%,15.6
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201108,2011,August,316,15 - 74 years,Male,%,18
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201108,2011,August,316,15 - 74 years,Female,%,12.7
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201108,2011,August,4350,25 - 74 years,Both sexes,%,13.4
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201108,2011,August,4350,25 - 74 years,Male,%,15.2
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201108,2011,August,4350,25 - 74 years,Female,%,11.2
MUM01C02,Seasonally Adjusted Monthly Unemployment Rate,201109,2011,September,310,15 - 24 years,Both sexes,%,29.8
